To check,CodeUnits,DESCRIPTION,EXTRA,TABLETS_PER_DAY,DAILY_DOSE,ALT_OTHER_MEDS,REP,REP2,THEN,DAYS,NUM2,DOSE2
,1/2 TAB  MANE,12tabmane,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 TABS DAILY,12tabsdaily,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 TABS WHEN REQUIRED MAX 8 HOURLY,12tabswhenrequiredmax8hourly,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 TWICE A DAY,12twiceaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 -2 twice a day as required,12twiceadayasrequired,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 TWICE A DAY- CAN MAKE HEART FAILURE WORSE,12twiceadaycanmakeheartfailureworse,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1-2  TWICE A DAY IF NEEDED,12twiceadayifneeded,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 TWICE A DAY  Notes for patient: Please note we have issued the non-coated tablet as yo,12twiceadaynotesforpatientpleasenotewehaveissuedthenoncoatedtabletasyo,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 -2 TWICE A DAY WHEN REQUIRED,12twiceadaywhenrequired,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 TWICE DAILY,12twicedaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1/2 TWICE  WEEKLY,12twiceweekly,0,0.14,NA,NA,NA,NA,NA,NA,NA,NA
,1/2 WEEKLY,12weekly,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA
,"1-2 WHEN REQUIRED, THREE TIMES A DAY",12whenrequired3timesaday,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA
,1-2 WHEN REQUIRED OR THREE TIMES A DAY,12whenrequiredor3timesaday,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 3 TABLETS IN THE MORNING AND 2 TABLETS AT 2PM,13tabletsinthemorningand2tabletsat2pm,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY,13timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY,13timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,ONE 3 TIMES A DAY,13timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 three times a day,13timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"One, 3 times a day",13timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"ONE, 3 TIMES A DAY",13timesaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY -3 DAYS THEN TWICE A DAY,13timesaday3daysthentwiceaday,0,3,NA,NA,NA,NA,1,3,2,NA
,ONE THREE TIMES A DAY AFTER FOOD,13timesadayafterfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY AFTER FOOD,13timesadayafterfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY AFTER FOOD FOR PAIN Notes for patient: Always take PPI daily (eg omepr,13timesadayafterfoodforpainnotesforpatientalwaystakeppidailyegomepr,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY AFTER FOOD PRN,13timesadayafterfoodprn,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY AFTER FOOD WHEN REQUIRED,13timesadayafterfoodwhenrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY AFTER FOOD WHEN REQUIRED,13timesadayafterfoodwhenrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY AFTER MEALS,13timesadayaftermeals,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY  AS NEEDED,13timesadayasneeded,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY AS REQUIRED,13timesadayasrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY AS REQUIRED FOR PAIN,13timesadayasrequiredforpain,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,"1 THREE TIMES A DAY AS REQUIRED, WITH/AFTER FOOD (STOP IF INDIGESTION)",13timesadayasrequiredwithafterfoodstopifindigestion,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY AS REQUIRED WITH FOOD,13timesadayasrequiredwithfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY DURING PERIOD,13timesadayduringperiod,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY FOR 3 DAYS THEN 1 TWICE A DAY,13timesadayfor3daysthen1twiceaday,0,3,NA,NA,NA,NA,1,3,2,NA
,ONE 3 TIMES A DAY FOR 7 DAYS,13timesadayfor7days,0,3,NA,NA,NA,NA,NA,7,NA,NA
,1 THREE TIMES A DAY FOR 7 DAYS,13timesadayfor7days,0,3,NA,NA,NA,NA,NA,7,NA,NA
,1 THREE TIMES A DAY FOR PAIN AS NEEDED WITH FOOD,13timesadayforpainasneededwithfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY FOR PAIN IN JOINTS,13timesadayforpaininjoints,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY FOR PAIN RELIEF.  DONT USE FENBID WHILST TAKING THIS MEDICATION,13timesadayforpainreliefdontusefenbidwhilsttakingthismedication,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY IF REQUIRED (BUT NOT FOR CONTINUOUS USE DO NOT USE WITH ASPIRIN),13timesadayifrequiredbutnotforcontinuoususedonotusewithaspirin,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY (IF YOU GET INDIGESTION STOP AND SEE GP),13timesadayifyougetindigestionstopandseegp,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY  Notes for dispenser: SLS/HZC115151/PI DR LARAH/SUBJECT NUMBER:00302,13timesadaynotesfordispenserslshzc115151pidrlarahsubjectnumber00302,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY  Notes for patient: 3.7.15    Please stop taking bisoprolol before tak,13timesadaynotesforpatient3715pleasestoptakingbisoprololbeforetak,0,3,NA,Stop,Bisprolol,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY OR AVOID ASPIRIN WHILST TAKING,13timesadayoravoidaspirinwhilsttaking,0,3,NA,Stop,Aspirin,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN GOUT FLARES UP,13timesadaywhengoutflaresup,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WHEN NEEDED FOR PAIN,13timesadaywhenneededforpain,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED,13timesadaywhenrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WHEN REQUIRED,13timesadaywhenrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WHEN REQUIRED AFTER FOOD,13timesadaywhenrequiredafterfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED FOR FOR FOR PAIN,13timesadaywhenrequiredforforforpain,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WHEN REQUIRED FOR GOUT,13timesadaywhenrequiredforgout,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED FOR PAIN,13timesadaywhenrequiredforpain,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,"1 THREE TIMES A DAY WHEN REQUIRED FOR PAIN"" after fooo",13timesadaywhenrequiredforpainafterfooo,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED FOR PAIN AFTER OR WITH FOOD,13timesadaywhenrequiredforpainafterorwithfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED FOR PAIN RELIEF. TAKE WITH FOOD,13timesadaywhenrequiredforpainrelieftakewithfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WHEN REQUIRED REVIEW 6 WEEKS IF NEED BE,13timesadaywhenrequiredreview6weeksifneedbe,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED WITH FOOD,13timesadaywhenrequiredwithfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WHEN REQUIRED WITH FOOD,13timesadaywhenrequiredwithfood,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WHEN REQUIRED WITH MEALS,13timesadaywhenrequiredwithmeals,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WITH FOOD,13timesadaywithfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WITH FOOD,13timesadaywithfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WITH FOOD FOR ELBOW,13timesadaywithfoodforelbow,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WITH FOOD IF REQUIRED FOR PAIN,13timesadaywithfoodifrequiredforpain,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WITH FOOD WHEN REQUIRED FOR FOR PAIN,13timesadaywithfoodwhenrequiredforforpain,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WITH MEALS,13timesadaywithmeals,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A DAY WITH MEALS IF REQUIRED. TRY TO USE INFREQUENTLY.,13timesadaywithmealsifrequiredtrytouseinfrequently,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES A DAY WITH OR AFTER FOOD,13timesadaywithorafterfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES A WEEK,13timesaweek,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"ONE 3 TIMES A WEEK ON MON,.THURS..SAT..MORNING",13timesaweekonmonthurssatmorning,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY,13timesdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"One, three times daily",13timesdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES  DAILY,13timesdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES DAILY,13timesdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY AFTER FOOD,13timesdailyafterfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY after food,13timesdailyafterfood,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY AFTER FOOD AS REQUIRED,13timesdailyafterfoodasrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY AFTER FOOD  AS REQUIRED,13timesdailyafterfoodasrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,"1 THREE TIMES DAILY AFTER FOOD, DO NOT TAKE WITH DICLOFENAC",13timesdailyafterfooddonottakewithdiclofenac,0,3,NA,Stop,Diclofenac,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY AFTER FOOD WHEN REQUIRED,13timesdailyafterfoodwhenrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY AS REQUIRED,13timesdailyasrequired,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES DAILY FOR 1 WEEK,13timesdailyfor1week,0,3,NA,NA,NA,NA,NA,7,NA,NA
,1 THREE TIMES DAILY (***REVIEW OVERDUE***),13timesdailyreviewoverdue,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,ONE 3 TIMES/DAY,13timesday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES PER WEEK ON MON WED FRI,13timesperweekonmonwedfri,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,ONE THREE TIMES WEEKLY,13timesweekly,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,1 THREE TIMES WEEKLY MON WED FRI,13timesweeklymonwedfri,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FOUR TIMES A DAY,14timesaday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,1 FOUR TIMES A DAY,14timesaday,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,1 FOUR TIMES A DAY WHEN REQUIRED,14timesadaywhenrequired,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FOUR TIMES DAILY,14timesdaily,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,one 5/day,15day,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,15 MG (SIX 2.5mg TABLETS) TO BE TAKEN WEEKLY,15mg625mgtabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg ( six tablets) once weekly ( wednesday),15mg6tabletsonceweeklywednesday,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken once a week,15mg6tabletstobetakenonceaweek,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken once weekly,15mg6tabletstobetakenonceweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken ONCE weekly on Thursday,15mg6tabletstobetakenonceweeklyonthursday,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG (SIX  tablets) to be taken  once weekly on wednesday.,15mg6tabletstobetakenonceweeklyonwednesday,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken once weekly on Wednesday,15mg6tabletstobetakenonceweeklyonwednesday,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (SIX TABLETS) TO BE TAKEN ON friday ( WEEKLY),15mg6tabletstobetakenonfridayweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (SIX TABLETS) TO BE TAKEN ON FRIDAY ( WEEKLY),15mg6tabletstobetakenonfridayweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,"15 MG , 6 TABLETS TO BE TAKEN ON TUESDAYS",15mg6tabletstobetakenontuesdays,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken weekly,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 mg (six tablets) to be taken WEEKLY,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken WEEKLY,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG (SIX TABLETS) TO BE TAKEN WEEKLY,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 mg (six tablets) to be taken weekly,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (6 tablets) to be taken weekly,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG (6 TABLETS) TO BE TAKEN WEEKLY,15mg6tabletstobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken weekly for two weeks then increase dose to 20mg weekly,15mg6tabletstobetakenweeklyfor2weeksthenincreasedoseto20mgweekly,0,0.86,2.14,NA,NA,NA,1,14,NA,2.86
,15 mg (six tablets) to be taken WEEKLY  Notes for dispenser: blood test due  Notes for pat,15mg6tabletstobetakenweeklynotesfordispenserbloodtestduenotesforpat,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (six tablets) to be taken WEEKLY   Notes for patient: please increase to 15mg weekly ,15mg6tabletstobetakenweeklynotesforpatientpleaseincreaseto15mgweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 mg (six tablets) to be taken WEEKLY  Notes for patient: your annual hypertension blood ,15mg6tabletstobetakenweeklynotesforpatientyourannualhypertensionblood,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 mg (6 tablets) to be taken WEEKLY on wednesday,15mg6tabletstobetakenweeklyonwednesday,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (6 TABLETS) TO BE TAKEN WEEKLY ON WEDNESDAY,15mg6tabletstobetakenweeklyonwednesday,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (6 TABLETS) TO BE TAKEN WEEKLY ON WEDNESDAY Blood tests needed  Notes for dispenser:,15mg6tabletstobetakenweeklyonwednesdaybloodtestsneedednotesfordispenser,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (6 TABLETS) TO BE TAKEN WEEKLY ON WEDNESDAY  Notes for patient: Please attend for bl,15mg6tabletstobetakenweeklyonwednesdaynotesforpatientpleaseattendforbl,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (6 TABLETS) TO BE TAKEN WEEKLY ON WEDNESDAY  Notes for patient: We are waiting for r,15mg6tabletstobetakenweeklyonwednesdaynotesforpatientwearewaitingforr,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (6 TABLETS) TO BE TAKEN WEEKLY ON WEDNESDAY  Notes for patient: We are waiting for y,15mg6tabletstobetakenweeklyonwednesdaynotesforpatientwearewaitingfory,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 mg (six  tablet) to be taken WEEKLY,15mg6tablettobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (SIX  TABLET) TO BE TAKEN WEEKLY,15mg6tablettobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (6 tablet) to be taken weekly,15mg6tablettobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 mg (six tablet) to be taken WEEKLY,15mg6tablettobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MG (SIX TABLET) TO BE TAKEN WEEKLY,15mg6tablettobetakenweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg (6 tabs )weekly,15mg6tabsweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg [6 X 2.5mg tablets] once a week,15mg6x25mgtabletsonceaweek,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg -(6x 2.5mg tablets } to be taken once per week,15mg6x25mgtabletstobetakenonceperweek,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG -(6X 2.5MG TABLETS } TO BE TAKEN ONCE PER WEEK,15mg6x25mgtabletstobetakenonceperweek,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg once weekly,15mgonceweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG ONCE WEEKLY,15mgonceweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg weekly,15mgweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15mg weekly on a wednesday  Instalments:  Via Venalink Dispensed Weekly,15mgweeklyonawednesdayinstalmentsviavenalinkdispensedweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG WEEKLY ON A WEDNESDAY  Instalments:  Via Venalink Dispensed Weekly,15mgweeklyonawednesdayinstalmentsviavenalinkdispensedweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15MG WEEKLY ON A WEDNESDAY  Instalments: Via Venalink Dispensed Weekly,15mgweeklyonawednesdayinstalmentsviavenalinkdispensedweekly,0,0.86,2.14,NA,NA,NA,NA,NA,NA,NA
,15 MLS A DAY,15mlsaday,0,3,3,NA,NA,NA,NA,NA,NA,NA
,15 MLS A DAY  Notes for dispenser: SLS: Px ID: SLS/HZC115151/PI:DrRaj/SubjectNo:004373,15mlsadaynotesfordispenserslspxidslshzc115151pidrrajsubjectno004373,0,3,3,NA,NA,NA,NA,NA,NA,NA
,ONE 5ML SPOONFUL EACH MORNING,15mlspoonfuleachmorning,0,1,1,NA,NA,NA,NA,NA,NA,NA
,ONE 5 ML SPOONFUL MORNING,15mlspoonfulmorning,0,1,1,NA,NA,NA,NA,NA,NA,NA
,1 FIVES TIMES A DAY,15stimesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE 5 TIMES A DAY,15timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES A DAY,15timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FIVE TIMES A DAY,15timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5 times a day,15timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5 TIMES A DAY,15timesaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FIVE TIMES A DAY AS DIRECTED,15timesadayasdirected,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5 TIMES A DAY FOR 1 WEEK,15timesadayfor1week,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES A DAY FOR 5 DAYS,15timesadayfor5days,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FIVE TIMES DAILY,15timesdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES DAILY,15timesdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5 TIMES DAILY,15timesdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5 TIMES DAILY.,15timesdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FIVE TIMES DAILY AND PLEASE ENSURE YOU ARE DRINKING ADEQUATE FUIDS,15timesdailyandpleaseensureyouaredrinkingadequatefuids,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES DAILY FOR 1WK THEN,15timesdailyfor1wkthen,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES DAILY FOR 7 DAYS,15timesdailyfor7days,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,ONE FIVE TIMES DAY,15timesday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES / DAY,15timesday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 FIVE TIMES DAY,15timesday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5 TIMES PER DAY,15timesperday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,1 5X A DAY,15xaday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,16MG ONCE DAILY,16mgoncedaily,0,1,16,NA,NA,NA,NA,NA,NA,NA
,17.5MG (Seven TABLETS) TO BE TAKEN WEEKLY,175mgseventabletstobetakenweekly,0,1,2.5,NA,NA,NA,NA,NA,NA,NA
,17.5 mg (seven tablets) to be taken WEEKLY,175mgseventabletstobetakenweekly,0,1,2.5,NA,NA,NA,NA,NA,NA,NA
,17.5 MG (Seven  TABLET) TO BE TAKEN WEEKLY x 2 weeks then increase to 20mg (8tablets weekl,175mgseventablettobetakenweeklyx2weeksthenincreaseto20mg8tabletsweekl,0,1,2.5,NA,NA,NA,1,14,1.1,2.9
,17.5 MG (SEVEN  TABLET) TO BE TAKEN WEEKLY X 2 WEEKS THEN INCREASE TO 20MG (8TABLETS WEEKL,175mgseventablettobetakenweeklyx2weeksthenincreaseto20mg8tabletsweekl,0,1,2.5,NA,NA,NA,1,14,1.1,2.9
,17.5MG WEEKLY,175mgweekly,0,1,2.5,NA,NA,NA,NA,NA,NA,NA
,1 8AM 1 2PM,18am12pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,1 8 AM 1 AT 2 PM,18am1at2pm,0,2,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAT,1adat,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 A DAY,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE ADAY,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A  DAY,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,one a day,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,one  a day,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE  A DAY,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1  A DAY,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 a day,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,One a day,1aday,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 A DAY (FIVE HUNDRED MILLIGRAMS),1aday5hundredmilligrams,0,1,500,NA,NA,NA,NA,NA,NA,NA
,1 A DAY AS NEEDED,1adayasneeded,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY FOR 10 DAYS FOR THE INFECTION ON YOUR SPUTUM SPECIMEN,1adayfor10daysfortheinfectiononyoursputumspecimen,0,1,NA,NA,NA,NA,NA,10,NA,NA
,ONE A DAY FOR 14 DAYS,1adayfor14days,0,1,NA,NA,NA,NA,NA,14,NA,NA
,ONE A DAY FOR 5 MORE DAYS,1adayfor5moredays,0,1,NA,NA,NA,NA,NA,5,NA,NA
,ONE A DAY FOR 6 MONTHS.,1adayfor6months,0,1,NA,NA,NA,NA,NA,180,NA,NA
,ONE A DAY FOR 7 DAYS,1adayfor7days,0,1,NA,NA,NA,NA,NA,7,NA,NA
,ONE A DAY FOR BP,1adayforbp,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY for high bp and to improve hear function,1adayforhighbpandtoimprovehearfunction,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY FOR HIGH BP AND TO IMPROVE HEAR FUNCTION,1adayforhighbpandtoimprovehearfunction,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,one a day in the morning,1adayinthemorning,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY IN THE MORNING AS WELL AS WHAT IS ALREADY IN DOSETTE BOX,1adayinthemorningaswellaswhatisalreadyindosettebox,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,1 A DAY IN TYHE MORNING AS ADV BY THE HEART FAILURE NURSES,1adayintyhemorningasadvbytheheartfailurenurses,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY. NOTE NEW DOSE BY HOSPITAL.,1adaynotenewdosebyhospital,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY  Notes for dispenser: Please make appt with nurse for fasting blood test  Notes ,1adaynotesfordispenserpleasemakeapptwithnurseforfastingbloodtestnotes,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE A DAY  Notes for dispenser: see dr  Notes for patient: see dr,1adaynotesfordispenserseedrnotesforpatientseedr,0,1,NA,NA,NA,NA,NA,NA,NA,NA
,ONE  A DAY  Notes for dispenser: SLS/HZC115151/PI Dr Hope/SubNo002325,1adaynotesfordispenserslshzc115151pidrhopesubno002325,0,1,NA,NA,NA,NA,NA,NA,NA,NA
